FAC_NO,FAC_NAME,ADDRESS,CITY,COUNTY,ZIP_CODE,PHONE,OWNER,CEO,TYPE_HOSP,TYPE_CNTRL,TYPE_CARE,HSA_NAME,DSH_HOSP
106374382,PALOMAR MEDICAL CENTER,2185 CITRACADO PKWY,ESCONDIDO,San Diego,92029,760-739-3000,PALOMAR HEALTH,DIANE L. HANSEN,Comparable,District,General,14 - SAN DIEGO / IMPERIAL,Non-DSH
106390846,DAMERON HOSPITAL ASSOCIATION,525 WEST ACACIA STREET,STOCKTON,San Joaquin,95203,209-944-5550,DAMERON HOSPITAL ASSOCIATION,TERRI DAY,Comparable,Non-Profit,General,06 - NORTH SAN JOAQUIN,Non-DSH
106391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 NORTH CALIFORNIA STREET,STOCKTON,San Joaquin,95204-6088,209-943-2000,"PORT CITY OPERATING COMPANY, LLC",DON WILEY,Comparable,Non-Profit,General,06 - NORTH SAN JOAQUIN,Non-DSH
106392287,DOCTORS HOSPITAL OF MANTECA,1205 EAST NORTH STREET,MANTECA,San Joaquin,95336,209-823-3111,"TENET HEALTH SYSTEM MEDICAL, INC.",JAY KRISHNASWAMY,Comparable,Investor,General,06 - NORTH SAN JOAQUIN,Non-DSH
106400548,TENET HEALTH CENTRAL COAST TWIN CITIES COMMUNITY HOSPITAL,1100 LAS TABLAS ROAD,TEMPLETON,San Luis Obispo,93465,805-434-3500,TENET HEALTHCARE CORP,MARK LISA,Comparable,Investor,General,08 - MID-COAST,Non-DSH
106404046,SAN LUIS OBISPO COUNTY - PHF,2178 JOHNSON AVENUE,SAN LUIS OBISPO,San Luis Obispo,93401,805-903-1905/ 805-781-4700,"COUNTY OF SAN LUIS OBISPO/ CRESTWOOD BEHAVIORAL HEALTH, INC.","Star Graber Ph.D., LMFT (Behavioral Health Director)/ George C. Lytal (CEO)",PHF,City/County,Psychiatric,08 - MID-COAST,DSH
106424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,"315 CAMINO DEL REMEDIO, BLDG. 3",SANTA BARBARA,Santa Barbara,93110,805-681-5244,COUNTY OF SANTA BARBARA,ANTONETTE NAVARRO,PHF,City/County,Psychiatric,10 - SANTA BARBARA / VENTURA,Non-DSH
106430705,REGIONAL MEDICAL CENTER OF SAN JOSE,225 NORTH JACKSON AVE,SAN JOSE,Santa Clara,95116,408-259-5000,HCA,MATTHEW COVA,Comparable,Investor,General,07 - SANTA CLARA,Non-DSH
106430779,GOOD SAMARITAN HOSPITAL - SAN JOSE,2425 SAMARITAN DRIVE,SAN JOSE,Santa Clara,95124,408-559-2011,HCA - THE HEALTHCARE COMPANY,PATRICK ROHAN,Comparable,Investor,General,07 - SANTA CLARA,Non-DSH
106434220,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - SAN JOSE,"1425 FRUITDALE AVE, SUITE A",SAN JOSE,Santa Clara,95128,408-275-1010,"CRESTWOOD BEHAVIORAL HEALTH, INC.",GAIL MCDONALD,PHF,Investor,Psychiatric,07 - SANTA CLARA,Non-DSH
106444013,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,Santa Cruz,95076,831-724-4741,PAJARO VALLEY HEALTHCARE DISTRICT HOSPITAL CORP.,STEPHEN GRAY,Comparable,Non-Profit,General,08 - MID-COAST,DSH
106450936,MAYERS MEMORIAL HOSPITAL,HIGHWAY 299 EAST 43563,FALL RIVER MILLS,Shasta,96028,530-336-5511,MAYERS MEMORIAL HOSPITAL DISCTRICT,RYAN HARRIS,Comparable,District,General,01 - NORTHERN CALIFORNIA,DSH
106454012,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,2801 EUREKA,REDDING,Shasta,96001,503-246-9000,"VIBRA HEALTHCARE, LLC",EMILY DEFILLIPO,Comparable,Investor,Specialty,01 - NORTHERN CALIFORNIA,Non-DSH
106454013,PATIENTS' HOSPITAL OF REDDING,2900 EUREKA WAY,REDDING,Shasta,96001,530-225-8700,DR. JAMES D. TATE,SHARI LEJSEK,Comparable,Investor,Specialty,01 - NORTHERN CALIFORNIA,Non-DSH
106481357,NORTHBAY MEDICAL CENTER,1200 B. GALE WILSON BOULEVARD,FAIRFIELD,Solano,94533,707-646-3179,NORTHBAY HEALTHCARE CORPORATION,MARK BEHL,Comparable,Non-Profit,General,03 - NORTH BAY,DSH
106484062,CRESTWOOD SOLANO PSYCHIATRIC HEALTH FACILITY,2201 TUOLUMNE ST,VALLEJO,Solano,94589,707-234-2222,"CRESTWOOD BEHAVIORAL HEALTH, INC.",NICOLE PAISTE,PHF,Investor,Psychiatric,03 - NORTH BAY,Non-DSH
106490964,HEALDSBURG HOSPITAL,1375 UNIVERSITY AVENUE,HEALDSBURG,Sonoma,95448,707-431-6500,NORCAL HEALTHCONNECT,TROY GIDEON,Comparable,Non-Profit,General,03 - NORTH BAY,Non-DSH
106491001,PETALUMA VALLEY HOSPITAL,400 NORTH MCDOWELL BLVD,PETALUMA,Sonoma,94952,707-778-1111,SANTA ROSA MEMORIAL HOSPITAL,TROY GIDEON,Comparable,Non-Profit,General,03 - NORTH BAY,Non-DSH
106491064,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DRIVE,SANTA ROSA,Sonoma,95405,707-525-5300,ST JOSEPH HEALTH NORTHERN CALIFORNIA LLC,GARRY OLNEY,Comparable,Non-Profit,General,03 - NORTH BAY,Non-DSH
106491338,SONOMA SPECIALTY HOSPITAL,501 PETALUMA,SEBASTOPOL,Sonoma,95472,707-823-8511,"AMERICAN ADVANCED MANAGEMENT, INC.",TAMMY THOMPSON,Comparable,Investor,Specialty,03 - NORTH BAY,Non-DSH
106500954,CENTRAL VALLEY SPECIALTY HOSPITAL,730 17TH STREET,MODESTO,Stanislaus,95354-1209,209-576-2532,GURPREET SINGH RANDHAWA,TAMMY THOMPSON,Comparable,Investor,General,06 - NORTH SAN JOAQUIN,Non-DSH
106500967,OAK VALLEY HOSPITAL DISTRICT,350 SOUTH OAK AVENUE,OAKDALE,Stanislaus,95361,209-847-3011,OAK VALLEY DISTRICT HOSPITAL,MATTHEW HEYN,Comparable,District,General,06 - NORTH SAN JOAQUIN,Non-DSH
106514005,STABLER LANE BEHAVIORAL HEALTH - PHF,1253 STABLER LANE,YUBA CITY,Sutter,95993,530-790-2520,"NORTH VALLEY BEHAVIORAL HEALTH, LLC",ARNE HYSON,PHF,Investor,Psychiatric,02 - GOLDEN EMPIRE,Non-DSH
106540816,ADVENTIST HEALTH TULARE,869 N. CHERRY STREET,TULARE,Tulare,93724,559-688-0821,ADVENTIST HEALTH SYSTEMS,JASON WELL,Comparable,Non-Profit,General,09 - CENTRAL,DSH
106541123,PORTERVILLE STATE HOSPITAL,26501 AVE 140,PORTERVILLE,Tulare,93257,559-782-2222,STATE OF CALIFORNIA,GABRIELA MALESEEWSKI,State,State,Specialty,09 - CENTRAL,Non-DSH
106554011,ADVENTIST HEALTH SONORA - GREENLEY,1000 GREENLEY ROAD,SONORA,Tuolumne,95370,209-536-5000,ADVENTIST HEALTH SYSTEMS,MICHELLE FUENTES,Comparable,Non-Profit,General,06 - NORTH SAN JOAQUIN,Non-DSH
106560492,LOS ROBLES HOSPITAL AND MEDICAL CENTER,215 W JANSS ROAD,THOUSAND OAKS,Ventura,91360,805-494-2727,HCA - THE HEALTHCARE COMPANY,PHIL BUTTELL,Comparable,Investor,General,10 - SANTA BARBARA / VENTURA,Non-DSH
106574010,SUTTER DAVIS HOSPITAL,2000 SUTTER PLACE,DAVIS,Yolo,95616,530-756-6440,SUTTER HEALTH,RACHEL MCKINNEY,Comparable,Non-Profit,General,02 - GOLDEN EMPIRE,Non-DSH
